# =============================================================================
# surname_act_freq.csv - Frequency table for surnames in the ACT
#
# Source: Australian Whitepages (http://www.whitepages.com.au)
#         (May 2001)
#
# Last update: 11/04/2002, Peter Christen
#
# =============================================================================
# Freely extensible biomedical record linkage (Febrl) Version 0.2.2
# See http://datamining.anu.edu.au/projects/linkage.html
#
# AUSTRALIAN NATIONAL UNIVERSITY OPEN SOURCE LICENSE (ANUOS LICENSE)
# VERSION 1.1
#
# The contents of this file are subject to the ANUOS License Version 1.1 (the
# "License"); you may not use this file except in compliance with the License.
# Software distributed under the License is distributed on an "AS IS" basis,
# WITHOUT WARRANTY OF ANY KIND, either express or implied. See the License for
# the specific language governing rights and limitations under the License.
# The Original Software is "surname_act_freq.csv".
# The Initial Developers of the Original Software are Dr Peter Christen
# (Department of Computer Science, Australian National University) and Dr Tim
# Churches (Centre for Epidemiology and Research, New South Wales Department
# of Health). Copyright (C) 2002, 2003 the Australian National University and
# others. All Rights Reserved.
# Contributors:
#
# =============================================================================

# =============================================================================
#
# This table is in a two-column comma separated format, with the first column
# being the names and the second a corresponding frequency count. 
#
# =============================================================================

alks,1
alksnis,1
allais,4
allam,1
allan,69
allanson,3
allard,3
allardyce,4
allars,3
allatson,1
allatt,1
allaway,1
allchin,1
alle,1
allen,191
allenby,3
allende,2
allender,1
allenspach,1
allermo,1
allerton,1
alles,1
allesch,1
allester,1
alleva,1
alley,6
allfree,1
allibone,1
alling,1
alliott,1
allis,2
allison,17
allmand,1
allnutt,6
allom,1
allotey,2
alloush,1
allport,3
allpress,2
allred,1
allsop,1
allsopp,4
allton,1
alluin,1
allum,5
allwright,3
almeida,2
almofathel,1
almond,3
alnis,1
aloe,4
aloisi,4
alomes,2
alonso,1
alotaibi,1
alpen,2
alps,1
alrayes,1
alsaji,1
alsaker,1
alsemgeest,1
alsford,3
alsop,1
alsphenaar,1
alston,6
alsweity,1
alt,2
altamore,1
altawayjri,1
altenburg,1
althaus,2
althorp,2
altieri,1
altin,1
altinger,3
altman,1
altmann,2
altree,1
altus,2
altwaijri,1
aluwihare,1
alvanos,5
alvarez,9
alvaro,1
alvero,1
alves,8
alvez,1
alvis,1
alwast,1
alyta,1
amadio,1
amancic,1
amandeep,1
amanios,1
amann,4
amar,2
amarathithada,1
amaratunga,1
amarjit,1
amat,1
amato,5
amatya,1
amberg,1
ambida,1
ambikapathy,1
ambler,2
ambros,1
ambrose,11
ambrozic,1
ambrus,2
amburger,2
amdrew,1
amelung,1
amenuvegbe,1
ames,2
amey,4
amiel,1
amies,2
amigdalos,1
amin,3
aminath,1
aminuddiu,1
amir,1
ammerpohl,1
ammon,1
ammoscato,1
amoako,1
amodio,1
amoo,1
amor,1
amorsen,2
amos,16
amosa,2
amoyen,1
amphayphon,1
ampherlaw,1
amphlett,1
amponin,1
amsteins,2
amtsoupova,1
amundsen,1
amy,1
amyx,1
an,2
anable,1
anaga,1
anagnostis,1
anako,1
anand,2
anantharajah,1
anasson,4
anastasi,5
anastasiadis,1
anastasiou,2
anastasius,1
anastasopoulos,1
anczewski,1
andarto,1
anderberg,1
anderies,1
anders,2
andersen,17
anderson,277
anderssen,6
andersson,2
andison,2
andjelkovic,2
ando,1
andonaros,1
andracchio,4
andrade,3
andrades,1
andrakovic,2
andre,2
andreacchio,1
andreass,1
andreatta,2
andreello,1
andreescu,1
andreev,3
andrell,1
andres,1
andrew,42
andrewartha,5
andrews,77
andrezejewski,1
andri,1
andric,8
andrikis,1
andriolo,5
andriopoulos,1
andrioti,1
andrt,1
andruska,1
andrysiak,1
andrzejewski,2
anesbury,1
anetts,1
anforth,2
ang,1
angel,10
angelatos,3
angeles,3
angeli,1
angelo,1
angelos,1
angelosante,2
angeloski,1
angenent,1
anggraeni,1
anglberger,2
angley,1
anglim,1
angold,1
angove,7
angstmann,1
angus,11
aniag,1
anic,1
anido,2
anikieff,1
aniversario,3
anjelic,2
anjoalch,1
anjum,1
anker,2
ankers,1
anlezark,2
anna,1
annan,1
annand,2
annat,1
anne,2
annesley,4
annett,4
annette,1
annetts,5
anning,2
annis,2
annison,1
annous,1
anousas,1
ansari,4
anscombe,1
anseh,1
ansell,4
ansley,1
anson,1
ansour,1
ansted,2
anstee,3
anstess,3
anstey,2
answerth,1
antcliff,2
antelmi,1
anthes,2
anthomy,1
anthon,2
anthoney,2
anthony,10
antich,1
antino,1
antioch,7
antognelli,1
antoine,4
antolin,1
antolovic,1
antonakos,1
antone,1
antoney,1
antoniak,5
antonijevic,2
antonino,1
antonio,1
antonioli,1
antoniou,2
antonopoulos,2
antony,1
antram,1
antrobus,2
anttila,5
antunovic,2
anulan,1
anushan,1
anyon,1
anze,1
aoki,1
aoun,4
aparicio,2
apathy,3
aplin,4
apoderado,1
apoleski,1
apolinar,1
apolloni,2
apolony,1
apostolakis,2
apostoloff,5
apostolopoulos,2
appau,1
appel,3
appelby,2
appelqvist,2
appels,1
apperley,1
applebee,1
appleby,14
applegate,2
appleton,7
appley,1
appleyard,2
appo,1
apps,20
apse,1
apsitis,4
apted,1
apthorpe,2
aquilina,6
aquino,1
ara,3
arachi,1
araez,1
araisuru,1
arana,1
arancelovic,1
aranda,3
aranguiz,1
aras,1
araujo,1
arauner,1
aravena,1
arawan,1
araya,1
arbalis,1
arbaut,1
arber,1
arbery,1
arblaster,2
arcella,1
arch,2
archbold,1
archer,30
archibald,2
archie,1
archinal,1
archondis,1
arcidacono,1
arcidiaco,1
arcidiacono,10
arculus,1
arcus,3
arda,1
ardalan,3
arday,1
ardern,1
ardiansyah,1
ardill,3
ardlie,2
arebhemo,1
arellano,4
arena,8
arendse,1
arentz,2
ares,2
arestan,1
arey,1
argaet,2
argall,2
arganese,9
argar,1
argent,2
argenti,1
argento,1
argue,2
argument,1
argus,1
argy,3
argyle,4
argyrakis,1
arianayagam,1
arif,1
ariffin,2
arifin,1
arifiyatno,1
arioli,5
ariston,1
aristotelous,1
ariyaratne,1
arizapa,1
arjonilla,3
arkell,1
arkeri,1
arkinstall,1
arklay,2
arkle,1
arkley,1
arlee,1
arlidge,1
arlom,1
arlott,2
arman,2
armanious,1
armarego,5
armata,1
armati,4
armbrecht,1
armellin,2
armfield,3
armistead,1
armit,1
armitage,14
armitt,1
armour,12
armstead,2
armstrong,92
armytage,2
arnall,4
arnaud,1
arnaudo,1
arnaudon,1
arndell,1
arndt,3
arneil,2
arnel,2
arnett,1
arney,4
arnison,1
arnold,51
arnot,1
arnott,16
arnould,2
arobaya,1
aronsen,2
arora,3
aroun,1
arounsavath,1
arquero,5
arragon,3
arranz,9
arratoon,1
arrigan,1
arrold,5
arrouk,2
arrow,4
arsakulasuriya,1
arsenijevic,2
arshad,1
arthur,32
arthurson,2
arti,1
artolano,1
arts,1
artuso,1
arugay,1
arulanandam,1
arumugam,2
arundel,5
arundell,1
arvanitas,1
arvanitis,4
arvonen,2
asa,2
asahara,1
asanin,1
asano,1
asbury,1
asch,2
aschenberger,1
ascione,1
ascroft,1
asfaw,2
asfour,2
asgari,2
ash,2
ashauer,1
ashbaugh,1
ashbolt,1
ashbrook,1
ashburner,1
ashbury,1
ashby,4
ashcroft,12
ashe,4
ashebu,1
ashenden,1
asher,7
ashford,7
ashhurst,1
ashkenazy,1
ashleigh,1
ashley,21
ashlin,2
ashman,8
ashmore,7
ashras,1
ashton,20
ashurst,4
ashwell,1
ashwin,1
ashworth,8
asioty,1
asis,1
asker,1
askerlund,1
askew,1
askie,1
aslan,1
aslanides,1
aslin,1
asman,2
asmat,1
asmus,2
aspden,1
aspinall,8
aspland,1
aspley,1
aspropotamitis,1
aspros,1
asquith,4
assadi,6
assel,2
assenheim,2
assenza,1
asser,1
astbury,3
astin,1
astle,4
astley,5
astolfi,2
aston,7
astridge,1
astrup,1
atamasow,1
atanasoff,1
atchison,1
atfield,1
ath,1
athan,1
athanasiou,3
atherden,4
atherton,6
athugalage,2
athukorala,2
atikah,1
atim,1
atityavongse,1
atkin,9
atkins,34
atkinson,50
atkow,2
atley,1
atrens,1
atrill,1
attandand,1
attar,1
attard,5
attema,2
attenborough,2
atterbury,1
attewell,2
attneave,1
attoi,1
attorps,1
attree,1
attridge,4
attwell,3
attwill,1
attwood,3
attygalle,2
atwood,1
atyeo,3
auberson,1
aubrey,2
aubury,1
auchomoski,1
auckram,1
audley,1
audsley,3
auer,2
august,1
augustine,1
augustinovic,1
augustus,1
auguszczak,3
aujard,1
auld,1
aulich,3
ault,7
auman,1
aumann,1
aumont,1
aungle,1
aur,1
aurousseau,1
ausling,1
aussel,1
ausserlechner,2
aust,4
austen,7
austin,42
austwick,1
auva,1
auvaa,1
auzins,1
auzmendi,4
avaga,1
avakian,1
avar,1
avard,1
avci,1
avedissian,1
aveling,1
avellaneda,1
avenell,1
avent,4
averay,1
averdunk,1
avery,16
aves,1
aveyard,3
avila,2
avile,1
aviles,2
avis,9
avong,1
avory,2
avramoska,1
avramov,1
avramovic,3
awad,1
awadhwal,1
awizen,3
awwad,2
axam,1
axelby,3
axelsen,2
axon,3
axten,2
axtill,1
aya,1
ayala,2
ayamiseba,1
ayat,1
aydemir,1
ayer,1
ayers,8
aylen,4
aylett,2
ayliffe,3
ayling,2
aylor,1
aylott,4
aylward,1
aynsley,2
ayotte,1
ayoub,4
ayrali,1
ayre,11
ayres,14
ayrton,2
ayton,1
ayu,1
ayun,1
ayverdi,1
azad,1
azarmvand,1
azdajic,1
azevedo,1
azim,2
aziz,3
azize,1
azmi,1
azra,1
azurin,2
azzato,1
azzilla,1
azzopardi,11
azzurra,1
baalman,1
baas,2
baba,2
babbage,4
babel,1
babellon,1
babiak,1
babic,11
babington,3
babler,1
babovic,2
bacchetto,1
bacchin,2
bach,1
bache,1
bachelard,1
bachinger,2
bachmann,4
bachsan,1
bacic,1
back,10
backen,2
backer,1
backhaus,2
backhouse,23
backler,2
bacon,12
bacskai,1
bacud,1
bacueti,1
baczynski,2
badalassi,2
badawy,1
badcock,1
baddeley,1
badelow,2
baden,1
badenoch,7
badenock,1
bader,1
badewitz,1
badger,2
badgery,6
badham,4
badic,1
badiou,1
badman,2
badowski,4
badran,1
badri,3
badzim,1
baehnisch,1
baek,2
baer,1
baeta,1
baeten,1
bagachwera,1
bagala,1
baggott,5
baghurst,1
bagic,2
bagley,3
bagliani,1
bagnal,1
bagnall,5
bagnara,2
bagnini,1
bagozzi,1
bagshaw,3
baguley,6
bagusauskas,2
bagust,1
bahas,1
bahgat,2
bahk,1
bahnerth,1
bahpyu,2
bahr,3
bai,2
baier,1
baik,1
baikovsky,1
bail,2
baile,1
bailes,4
bailey,117
bailie,8
baillie,10
baily,1
bain,24
bainbridge,2
bainbrigge,2
baindur,1
baines,9
bains,1
bainton,1
bairakov,2
baird,27
bairnsfather,1
bairstow,4
bajanov,1
bajic,2
bajkowski,1
bajt,1
bajurin,1
bajza,3
bak,3
bakalor,1
bakas,3
bakavgas,1
baker,218
bakes,1
bakker,13
bakkum,1
bakos,4
bala,1
balaam,3
balachanbran,1
balachandra,1
balachandran,1
balaj,2
balaretnaraja,1
balarin,3
balasubramaniam,2
balazs,3
balch,1
balchin,1
balcomb,3
balderson,1
baldic,1
balding,2
baldini,1
baldock,6
baldok,1
baldry,2
baldwin,30
baldwine,1
bale,3
balean,1
